Time [ms],CPU usage [%],GC activity [%],Size [B],Used [B]
"9:39:37.702 PM, Apr 22, 2015",12.4,0,4561829888,3662759624
"9:39:38.702 PM, Apr 22, 2015",15.6,0.5,4561829888,2287879328
"9:39:39.702 PM, Apr 22, 2015",12.1,0,4561829888,2741095608
"9:39:40.702 PM, Apr 22, 2015",13.4,0,4561829888,2786475576
"9:39:41.702 PM, Apr 22, 2015",12.6,0,4561829888,2790323776
"9:39:42.702 PM, Apr 22, 2015",12.4,0,4561829888,2814795272
"9:39:43.702 PM, Apr 22, 2015",12.4,0,4561829888,2830369696
"9:39:44.702 PM, Apr 22, 2015",12.5,0,4561829888,2854976640
"9:39:45.703 PM, Apr 22, 2015",12.4,0,4561829888,2890992736
"9:39:46.703 PM, Apr 22, 2015",12.7,0,4561829888,2891255144
"9:39:47.703 PM, Apr 22, 2015",12.4,0,4561829888,2912355816
"9:39:48.703 PM, Apr 22, 2015",12.6,0,4561829888,2955211392
"9:39:49.703 PM, Apr 22, 2015",12.5,0,4561829888,2955477896
"9:39:50.703 PM, Apr 22, 2015",12.4,0,4561829888,2987222456
"9:39:51.703 PM, Apr 22, 2015",12.4,0,4561829888,3011276464
"9:39:52.703 PM, Apr 22, 2015",12.6,0,4561829888,3027184896
"9:39:53.703 PM, Apr 22, 2015",12.6,0,4561829888,3080435488
"9:39:54.703 PM, Apr 22, 2015",12.4,0,4561829888,3080697128
"9:39:55.704 PM, Apr 22, 2015",12.6,0,4561829888,3096936600
"9:39:56.704 PM, Apr 22, 2015",12.4,0,4561829888,3139755120
"9:39:57.704 PM, Apr 22, 2015",12.6,0,4561829888,3140015352
"9:39:58.704 PM, Apr 22, 2015",12.6,0,4561829888,3182863000
"9:39:59.704 PM, Apr 22, 2015",12.4,0,4561829888,3183120168
"9:40:00.704 PM, Apr 22, 2015",12.6,0,4561829888,3200276440
"9:40:01.704 PM, Apr 22, 2015",12.4,0,4561829888,3204292680
"9:40:02.704 PM, Apr 22, 2015",12.7,0,4561829888,3228059200
"9:40:03.704 PM, Apr 22, 2015",12.4,0,4561829888,3252564744
"9:40:04.704 PM, Apr 22, 2015",12.4,0,4561829888,3277067432
"9:40:05.704 PM, Apr 22, 2015",12.5,0,4561829888,3330280784
"9:40:06.705 PM, Apr 22, 2015",12.4,0,4561829888,3330524528
"9:40:07.705 PM, Apr 22, 2015",13.2,0,4561829888,3330766816
"9:40:08.705 PM, Apr 22, 2015",12.6,0,4561829888,3384012680
"9:40:09.705 PM, Apr 22, 2015",12.4,0,4561829888,3384256744
"9:40:10.705 PM, Apr 22, 2015",12.7,0,4561829888,3388334656
"9:40:11.705 PM, Apr 22, 2015",12.4,0,4561829888,3407979896
"9:40:12.705 PM, Apr 22, 2015",12.4,0,4561829888,3505674760
"9:40:13.705 PM, Apr 22, 2015",12.5,0,4561829888,3505926040
"9:40:14.706 PM, Apr 22, 2015",12.4,0,4561829888,3506160808
"9:40:15.706 PM, Apr 22, 2015",12.7,0,4561829888,3506395104
"9:40:16.706 PM, Apr 22, 2015",33.7,8.7,4947181568,883298528
"9:40:17.921 PM, Apr 22, 2015",22.5,0,4947181568,945953640
"9:40:18.706 PM, Apr 22, 2015",97.2,0.5,4947181568,941593904
"9:40:19.706 PM, Apr 22, 2015",95.8,0.2,4906287104,1446880176
"9:40:20.706 PM, Apr 22, 2015",96.8,0.3,4946132992,1870499984
"9:40:21.706 PM, Apr 22, 2015",97.5,0.1,4909957120,1960108840
"9:40:22.706 PM, Apr 22, 2015",91.6,0.1,4947181568,1466763024
"9:40:23.707 PM, Apr 22, 2015",87.8,1,4912578560,1779677344
"9:40:24.707 PM, Apr 22, 2015",96.9,1.1,4947181568,2109424928
"9:40:25.707 PM, Apr 22, 2015",91.9,0.7,4901568512,1830120248
"9:40:26.707 PM, Apr 22, 2015",15.3,0,4901568512,1987567640
"9:40:27.707 PM, Apr 22, 2015",12.4,0,4901568512,2018477184
"9:40:28.707 PM, Apr 22, 2015",12.5,0,4901568512,2030527592
"9:40:29.707 PM, Apr 22, 2015",12.4,0,4901568512,2046793416
"9:40:30.707 PM, Apr 22, 2015",12.6,0,4901568512,2067440712
"9:40:31.707 PM, Apr 22, 2015",12.5,0,4901568512,2099573152
"9:40:32.707 PM, Apr 22, 2015",12.4,0,4901568512,2122931192
"9:40:33.708 PM, Apr 22, 2015",12.5,0,4901568512,2144042896
"9:40:34.708 PM, Apr 22, 2015",12.4,0,4901568512,2189677784
"9:40:35.708 PM, Apr 22, 2015",12.5,0,4901568512,2189930256
"9:40:36.708 PM, Apr 22, 2015",12.6,0,4901568512,2190184688
"9:40:37.708 PM, Apr 22, 2015",12.4,0,4901568512,2221925104
"9:40:38.708 PM, Apr 22, 2015",12.6,0,4901568512,2237845688
"9:40:39.708 PM, Apr 22, 2015",12.8,0,4901568512,2295818928
"9:40:40.708 PM, Apr 22, 2015",12.4,0,4901568512,2296069992
"9:40:41.708 PM, Apr 22, 2015",12.6,0,4901568512,2296322424
"9:40:42.708 PM, Apr 22, 2015",12.5,0,4901568512,2355124592
"9:40:43.708 PM, Apr 22, 2015",12.4,0,4901568512,2355399440
"9:40:44.708 PM, Apr 22, 2015",12.6,0,4901568512,2398215664
"9:40:45.709 PM, Apr 22, 2015",12.4,0,4901568512,2398471200
"9:40:46.709 PM, Apr 22, 2015",12.5,0,4901568512,2398729856
"9:40:47.709 PM, Apr 22, 2015",12.4,0,4901568512,2419658112
"9:40:48.709 PM, Apr 22, 2015",12.5,0,4901568512,2447190704
"9:40:49.709 PM, Apr 22, 2015",12.4,0,4901568512,2471714920
"9:40:50.709 PM, Apr 22, 2015",12.5,0,4901568512,2496218216
"9:40:51.709 PM, Apr 22, 2015",12.4,0,4901568512,2549436760
"9:40:52.710 PM, Apr 22, 2015",12.6,0,4901568512,2549684936
"9:40:53.710 PM, Apr 22, 2015",12.6,0,4901568512,2549950200
"9:40:54.710 PM, Apr 22, 2015",12.4,0,4901568512,2603167648
"9:40:55.710 PM, Apr 22, 2015",12.4,0,4901568512,2603433648
"9:40:56.710 PM, Apr 22, 2015",13.2,0,4901568512,2603652264
"9:40:57.710 PM, Apr 22, 2015",12.6,0,4901568512,2619725968
"9:40:58.710 PM, Apr 22, 2015",12.4,0,4901568512,2713392024
"9:40:59.710 PM, Apr 22, 2015",12.4,0,4901568512,2713636664
"9:41:00.711 PM, Apr 22, 2015",12.7,0,4901568512,2713875408
"9:41:01.711 PM, Apr 22, 2015",12.4,0,4901568512,2714109936
"9:41:02.711 PM, Apr 22, 2015",38,2.2,4947181568,1771162968
"9:41:03.711 PM, Apr 22, 2015",97.9,0,4947181568,3909172144
"9:41:04.711 PM, Apr 22, 2015",96.1,3.8,4947181568,2067086680
"9:41:05.711 PM, Apr 22, 2015",95,2.6,4947181568,1815215320
"9:41:06.711 PM, Apr 22, 2015",96.8,1.9,4947181568,1838047232
"9:41:07.711 PM, Apr 22, 2015",82.5,0,4947181568,3514994176
"9:41:08.712 PM, Apr 22, 2015",96.8,3.5,4947181568,1895829928
"9:41:09.712 PM, Apr 22, 2015",94.8,2.6,4947181568,1892127672
"9:41:10.712 PM, Apr 22, 2015",96.5,2.2,4947181568,2064765760
"9:41:11.712 PM, Apr 22, 2015",41.8,9.6,5015339008,884624672
"9:41:13.789 PM, Apr 22, 2015",0,0,5015339008,884624672
"9:41:13.791 PM, Apr 22, 2015",0,0,5015339008,884624672
"9:41:14.712 PM, Apr 22, 2015",96.7,0,5015339008,2452870232
"9:41:15.712 PM, Apr 22, 2015",81,0,5015339008,2432970488
"9:41:16.713 PM, Apr 22, 2015",94.6,3.1,4973920256,1041537648
"9:41:17.713 PM, Apr 22, 2015",94.4,1.7,4940365824,1356529840
"9:41:18.713 PM, Apr 22, 2015",95.9,1.7,5015339008,1667921856
"9:41:19.713 PM, Apr 22, 2015",100,0.1,5011144704,1795884392
"9:41:20.713 PM, Apr 22, 2015",84.3,0,5008523264,1458380288
"9:41:21.713 PM, Apr 22, 2015",96.8,1.4,4947181568,2133902904
"9:41:22.713 PM, Apr 22, 2015",97.1,1.7,5015339008,2448778776
"9:41:23.713 PM, Apr 22, 2015",96.6,0.2,4990173184,2908024592
"9:41:24.713 PM, Apr 22, 2015",96.7,0,5011668992,2824270848
"9:41:25.713 PM, Apr 22, 2015",77.3,0,4979687424,2358974176
"9:41:26.714 PM, Apr 22, 2015",96.6,1.3,5001183232,2815043744
"9:41:27.714 PM, Apr 22, 2015",97.5,2,4988076032,2973670416
"9:41:28.714 PM, Apr 22, 2015",97.1,1.7,4994891776,2998502320
"9:41:29.714 PM, Apr 22, 2015",95.5,0.1,4981260288,2957814280
"9:41:30.714 PM, Apr 22, 2015",83.2,0.1,4995940352,2422687288
"9:41:31.714 PM, Apr 22, 2015",100,1.6,4995416064,2733319944
"9:41:32.714 PM, Apr 22, 2015",95.4,1.7,4982308864,2782792944
"9:41:33.714 PM, Apr 22, 2015",97,0.1,4979687424,3034294080
"9:41:34.714 PM, Apr 22, 2015",97.6,0.1,4983357440,2836827704
"9:41:35.715 PM, Apr 22, 2015",80.5,0.1,4978114560,2271281408
"9:41:36.715 PM, Apr 22, 2015",96.9,1.6,5015339008,2594673008
"9:41:37.715 PM, Apr 22, 2015",97.3,1.7,5015339008,2516837080
"9:41:38.715 PM, Apr 22, 2015",95.3,1.6,5015339008,2451822216
"9:41:39.715 PM, Apr 22, 2015",100,1.4,5015339008,1860984104
"9:41:40.717 PM, Apr 22, 2015",79.3,0,5015339008,3389394232
"9:41:41.717 PM, Apr 22, 2015",97.1,1.1,4983357440,3767816072
"9:41:42.717 PM, Apr 22, 2015",97.1,1.9,5015339008,3769481616
"9:41:43.717 PM, Apr 22, 2015",96.2,0.3,4992270336,1920749768
"9:41:44.717 PM, Apr 22, 2015",98.5,0,4992270336,3741000720
"9:41:45.717 PM, Apr 22, 2015",82.9,0.1,4988600320,3409310512
"9:41:46.717 PM, Apr 22, 2015",97,1.5,5015339008,3655640064
"9:41:47.717 PM, Apr 22, 2015",95.7,1.8,5015339008,3580342000
"9:41:48.717 PM, Apr 22, 2015",97.3,1.8,5015339008,3339943672
"9:41:49.718 PM, Apr 22, 2015",96.6,0.1,4989648896,2949541608
"9:41:50.718 PM, Apr 22, 2015",81.9,1.1,5015339008,2412411568
"9:41:51.718 PM, Apr 22, 2015",35.4,10.2,4926210048,915060112
"9:41:54.694 PM, Apr 22, 2015",1.1,0,4926210048,1157416792
"9:41:54.792 PM, Apr 22, 2015",0,0,4926210048,1157416792
"9:41:54.823 PM, Apr 22, 2015",0,0,4926210048,1157416792
"9:41:55.723 PM, Apr 22, 2015",96.4,0,4935122944,1167821264
"9:41:56.718 PM, Apr 22, 2015",96,0,4945084416,1229377872
"9:41:57.718 PM, Apr 22, 2015",97.8,0,4945084416,3171400840
"9:41:58.718 PM, Apr 22, 2015",78.7,0,4941414400,2833077240
"9:41:59.719 PM, Apr 22, 2015",96.2,1.6,4966580224,2892572504
"9:42:00.719 PM, Apr 22, 2015",96.1,1.8,4966580224,2688331208
"9:42:01.719 PM, Apr 22, 2015",96.5,1.6,4966580224,2467611320
"9:42:02.719 PM, Apr 22, 2015",96.5,1.3,4966580224,1815682592
"9:42:03.719 PM, Apr 22, 2015",81.7,1.1,4952424448,1421200864
"9:42:04.719 PM, Apr 22, 2015",100,1.8,4966580224,1400223656
"9:42:05.719 PM, Apr 22, 2015",97.4,0.2,4940890112,1820727000
"9:42:06.719 PM, Apr 22, 2015",97.2,0,4947181568,1991342352
"9:42:07.719 PM, Apr 22, 2015",87.8,0,4944035840,1595148304
"9:42:08.720 PM, Apr 22, 2015",95.9,1.5,4966580224,2093073960
"9:42:09.720 PM, Apr 22, 2015",97.2,1.7,4966580224,2052978960
"9:42:10.720 PM, Apr 22, 2015",96.1,1.8,4966580224,1898027384
"9:42:11.720 PM, Apr 22, 2015",97.5,0.1,4942987264,1610864296
"9:42:12.720 PM, Apr 22, 2015",86.1,1.3,4966580224,1463982368
"9:42:13.720 PM, Apr 22, 2015",98,1.7,4953473024,1486506832
"9:42:14.720 PM, Apr 22, 2015",93.2,0.1,4939317248,1568772904
"9:42:15.720 PM, Apr 22, 2015",100,0.1,4955045888,1625986712
"9:42:16.720 PM, Apr 22, 2015",81.3,0,4955045888,3601425584
"9:42:17.721 PM, Apr 22, 2015",96.2,2.4,4966580224,1643419840
"9:42:18.721 PM, Apr 22, 2015",96.8,1.6,4966580224,1639903136
"9:42:19.721 PM, Apr 22, 2015",96.6,0,4966580224,3810577880
"9:42:20.721 PM, Apr 22, 2015",95.6,0.2,4937220096,3457238656
"9:42:21.721 PM, Apr 22, 2015",80.5,0,4966580224,2951808040
"9:42:22.721 PM, Apr 22, 2015",96.5,1.6,4966580224,3231256496
"9:42:23.721 PM, Apr 22, 2015",96.9,1.7,4966580224,3274404920
"9:42:24.721 PM, Apr 22, 2015",95.8,1.7,4966580224,3214024616
"9:42:25.721 PM, Apr 22, 2015",96.3,0.1,4944560128,3047175496
"9:42:26.722 PM, Apr 22, 2015",85.5,1.4,4966580224,2938315792
"9:42:27.722 PM, Apr 22, 2015",96.9,1.9,4947181568,2962273256
"9:42:28.722 PM, Apr 22, 2015",29.3,10.7,5037883392,908829496
"9:42:31.066 PM, Apr 22, 2015",0,0,5037883392,1276429384
"9:42:31.202 PM, Apr 22, 2015",0,0,5037883392,1276429384
"9:42:31.722 PM, Apr 22, 2015",100,0,5037883392,2586354504
"9:42:32.722 PM, Apr 22, 2015",96.9,0,5022679040,2330451144
"9:42:33.722 PM, Apr 22, 2015",86.9,0.9,5044174848,2014938464
"9:42:34.722 PM, Apr 22, 2015",96.1,1.8,5045223424,2151195024
"9:42:35.722 PM, Apr 22, 2015",95.8,1.6,5038931968,2224907376
"9:42:36.723 PM, Apr 22, 2015",95.9,0.2,5020581888,2416402104
"9:42:37.723 PM, Apr 22, 2015",87.9,0,5045223424,1761996136
"9:42:38.723 PM, Apr 22, 2015",92,1.5,5045223424,1991304400
"9:42:39.723 PM, Apr 22, 2015",96,1.8,5045223424,1957377648
"9:42:40.723 PM, Apr 22, 2015",96.8,1.7,5045223424,1832964224
"9:42:41.723 PM, Apr 22, 2015",96.9,0,5025824768,1681706472
"9:42:42.723 PM, Apr 22, 2015",84.7,1.3,5045223424,1366808472
"9:42:43.749 PM, Apr 22, 2015",96.6,1.9,5021630464,1365986136
"9:42:44.743 PM, Apr 22, 2015",94.8,0.1,5020057600,1582119696
"9:42:45.740 PM, Apr 22, 2015",94.8,0,5026349056,1663459408
"9:42:46.740 PM, Apr 22, 2015",96.7,0,5026349056,3551577856
"9:42:47.740 PM, Apr 22, 2015",78,0.1,5022154752,3560319536
"9:42:48.740 PM, Apr 22, 2015",95.5,1.7,5045223424,3609387840
"9:42:49.740 PM, Apr 22, 2015",96,1.7,5045223424,3436406432
"9:42:50.740 PM, Apr 22, 2015",100,1.6,5045223424,2965674464
"9:42:51.740 PM, Apr 22, 2015",86.5,0.1,5021106176,2401360360
"9:42:52.740 PM, Apr 22, 2015",93.1,1.5,5045223424,2714538864
"9:42:53.740 PM, Apr 22, 2015",93.3,1.9,5039980544,2637912856
"9:42:54.741 PM, Apr 22, 2015",93.5,0.1,5023203328,2739335560
"9:42:55.741 PM, Apr 22, 2015",94.1,0.1,5045223424,2507550944
"9:42:56.741 PM, Apr 22, 2015",83.2,1.1,5043126272,2092027680
"9:42:57.741 PM, Apr 22, 2015",100,1.8,5045223424,2036176976
"9:42:58.747 PM, Apr 22, 2015",94.8,1.7,5033164800,1967233800
"9:42:59.748 PM, Apr 22, 2015",95.5,0.3,5014814720,1956802432
"9:43:00.748 PM, Apr 22, 2015",95.9,0,5014814720,3887819984
"9:43:01.748 PM, Apr 22, 2015",83.8,0.1,5042077696,3751465984
"9:43:02.748 PM, Apr 22, 2015",97.2,1.6,5045223424,3862833664
"9:43:03.748 PM, Apr 22, 2015",95.8,1.7,5045223424,3676404392
"9:43:04.748 PM, Apr 22, 2015",94.8,1.7,5045223424,3222347496
"9:43:05.748 PM, Apr 22, 2015",95.1,0.1,5022679040,2645817888
"9:43:06.749 PM, Apr 22, 2015",79.4,1.5,5045223424,2282536624
"9:43:07.749 PM, Apr 22, 2015",37,10,5146411008,914837616
"9:43:10.853 PM, Apr 22, 2015",0,0,5146411008,914837616
"9:43:10.855 PM, Apr 22, 2015",93.7,0,5146411008,1155056576
"9:43:10.964 PM, Apr 22, 2015",0,0,5146411008,1155056576
"9:43:11.749 PM, Apr 22, 2015",94.3,0,5131730944,915001456
"9:43:12.749 PM, Apr 22, 2015",95.9,0,5147983872,1028131632
"9:43:13.749 PM, Apr 22, 2015",97.5,0,5147983872,2953509816
"9:43:14.749 PM, Apr 22, 2015",90.5,1,5147983872,2840035760
"9:43:15.749 PM, Apr 22, 2015",96.5,1.7,5158993920,2805695776
"9:43:16.750 PM, Apr 22, 2015",96.1,1.7,5158993920,2665088784
"9:43:17.750 PM, Apr 22, 2015",96.3,1.7,5158993920,2354273656
"9:43:18.750 PM, Apr 22, 2015",80.1,0,5136973824,1782443720
"9:43:19.750 PM, Apr 22, 2015",96.4,1.4,5158993920,2285657232
"9:43:20.750 PM, Apr 22, 2015",95.9,1.8,5146935296,2334552816
"9:43:21.750 PM, Apr 22, 2015",95.8,0.1,5145362432,2539353992
"9:43:22.750 PM, Apr 22, 2015",96.8,0.1,5133828096,2287041736
"9:43:23.750 PM, Apr 22, 2015",88.1,0.8,5151129600,2341029712
"9:43:24.750 PM, Apr 22, 2015",95,1.4,5158993920,2398979192
"9:43:25.751 PM, Apr 22, 2015",95.7,0.9,5158993920,2062848040
"9:43:26.751 PM, Apr 22, 2015",37.4,0,5158993920,2711118936
"9:43:27.751 PM, Apr 22, 2015",13.6,0,5158993920,2755078136
"9:43:28.751 PM, Apr 22, 2015",12.6,0,5158993920,2759690528
"9:43:29.751 PM, Apr 22, 2015",12.4,0,5158993920,2784914888
"9:43:30.751 PM, Apr 22, 2015",12.6,0,5158993920,2800453016
"9:43:31.751 PM, Apr 22, 2015",12.4,0,5158993920,2825061328
"9:43:32.751 PM, Apr 22, 2015",12.5,0,5158993920,2840231840
"9:43:33.751 PM, Apr 22, 2015",12.4,0,5158993920,2861322528
"9:43:34.751 PM, Apr 22, 2015",13.2,0,5158993920,2882400880
"9:43:35.751 PM, Apr 22, 2015",12.5,0,5158993920,2928023352
"9:43:36.751 PM, Apr 22, 2015",12.4,0,5158993920,2928300184
"9:43:37.751 PM, Apr 22, 2015",12.4,0,5158993920,2944383592
"9:43:38.751 PM, Apr 22, 2015",12.6,0,5158993920,2960273904
"9:43:39.752 PM, Apr 22, 2015",12.5,0,5158993920,3031458136
"9:43:40.752 PM, Apr 22, 2015",12.6,0,5158993920,3031702408
"9:43:41.752 PM, Apr 22, 2015",12.4,0,5158993920,3031963824
"9:43:42.752 PM, Apr 22, 2015",12.5,0,5158993920,3056232264
"9:43:43.752 PM, Apr 22, 2015",12.4,0,5158993920,3099034136
"9:43:44.752 PM, Apr 22, 2015",12.5,0,5158993920,3099278432
"9:43:45.752 PM, Apr 22, 2015",12.6,0,5158993920,3142080232
"9:43:46.752 PM, Apr 22, 2015",12.4,0,5158993920,3142355632
"9:43:47.752 PM, Apr 22, 2015",12.6,0,5158993920,3159504688
"9:43:48.752 PM, Apr 22, 2015",12.6,0,5158993920,3167286752
"9:43:49.753 PM, Apr 22, 2015",12.4,0,5158993920,3191020120
"9:43:50.753 PM, Apr 22, 2015",12.5,0,5158993920,3215523592
"9:43:51.753 PM, Apr 22, 2015",12.6,0,5158993920,3240045664
"9:43:52.753 PM, Apr 22, 2015",12.4,0,5158993920,3293259376
"9:43:53.753 PM, Apr 22, 2015",12.4,0,5158993920,3293501536
"9:43:54.753 PM, Apr 22, 2015",12.5,0,5158993920,3293745832
"9:43:55.753 PM, Apr 22, 2015",12.4,0,5158993920,3346959368
"9:43:56.753 PM, Apr 22, 2015",12.5,0,5158993920,3347236440
"9:43:57.753 PM, Apr 22, 2015",12.4,0,5158993920,3364720232
"9:43:58.753 PM, Apr 22, 2015",12.5,0,5158993920,3368985544
"9:43:59.753 PM, Apr 22, 2015",12.4,0,5158993920,3460863400
"9:44:00.753 PM, Apr 22, 2015",12.6,0,5158993920,3461098920
"9:44:01.754 PM, Apr 22, 2015",12.5,0,5158993920,3461352192
"9:44:02.754 PM, Apr 22, 2015",12.4,0,5158993920,3461587664
"9:44:03.754 PM, Apr 22, 2015",34.3,2.6,5158993920,2084750312
"9:44:04.760 PM, Apr 22, 2015",93.3,2,5158993920,2152768296
"9:44:05.755 PM, Apr 22, 2015",99,0,5158993920,4206527256
"9:44:06.756 PM, Apr 22, 2015",43,9.8,5414846464,894912968
"9:44:09.474 PM, Apr 22, 2015",0,0,5414846464,894912968
"9:44:09.475 PM, Apr 22, 2015",0,0,5414846464,894912968
"9:44:09.756 PM, Apr 22, 2015",88.1,0,5414846464,1599843928
"9:44:10.756 PM, Apr 22, 2015",95.7,0,5394923520,1601055192
"9:44:11.756 PM, Apr 22, 2015",85,1.2,5387583488,1402771112
"9:44:12.756 PM, Apr 22, 2015",94.5,1.9,5365563392,1396411720
"9:44:13.757 PM, Apr 22, 2015",95.1,0.3,5407506432,1558585304
"9:44:14.757 PM, Apr 22, 2015",95,0,5388632064,1596127880
"9:44:15.763 PM, Apr 22, 2015",96.1,0,5404360704,1118448032
"9:44:16.764 PM, Apr 22, 2015",77.9,0,5404360704,2940169352
"9:44:17.764 PM, Apr 22, 2015",99.8,1.6,5414846464,2989085792
"9:44:18.764 PM, Apr 22, 2015",94.6,1.8,5414846464,2857294472
"9:44:19.764 PM, Apr 22, 2015",95.1,1.8,5414846464,2551905672
"9:44:20.764 PM, Apr 22, 2015",95.6,0,5386534912,2177501056
"9:44:21.764 PM, Apr 22, 2015",85,0.1,5414846464,1579834936
"9:44:22.764 PM, Apr 22, 2015",93.9,1.7,5414846464,1788175752
"9:44:23.764 PM, Apr 22, 2015",95.5,1.8,5408555008,1600918960
"9:44:24.764 PM, Apr 22, 2015",94.2,0,5389156352,1581080768
"9:44:25.764 PM, Apr 22, 2015",96.5,0,5389156352,3473079896
"9:44:26.765 PM, Apr 22, 2015",82,0,5414846464,2624023968
"9:44:27.765 PM, Apr 22, 2015",90.4,1.5,5414846464,2696420144
"9:44:28.765 PM, Apr 22, 2015",95.2,1.9,5414846464,2514583936
"9:44:29.765 PM, Apr 22, 2015",95,1.8,5410652160,2247440496
"9:44:30.765 PM, Apr 22, 2015",95.5,0,5384437760,2009582048
"9:44:31.765 PM, Apr 22, 2015",100,0,5384437760,3620918776
"9:44:32.765 PM, Apr 22, 2015",81.6,0,5408555008,3618633504
"9:44:33.765 PM, Apr 22, 2015",94.5,1.7,5414846464,3662748064
"9:44:34.766 PM, Apr 22, 2015",95,2,5412749312,3388939720
"9:44:35.766 PM, Apr 22, 2015",95.6,0,5382340608,3149254472
"9:44:36.766 PM, Apr 22, 2015",95.8,0.1,5411176448,2514861312
"9:44:37.766 PM, Apr 22, 2015",81.5,1.3,5414846464,2257378800
"9:44:38.766 PM, Apr 22, 2015",94.6,1.9,5414846464,2027423744
"9:44:39.766 PM, Apr 22, 2015",93.3,1.8,5414846464,1809463816
"9:44:40.767 PM, Apr 22, 2015",97.6,0,5414846464,3932497472
"9:44:41.767 PM, Apr 22, 2015",95.2,0.1,5384437760,3319173664
"9:44:42.768 PM, Apr 22, 2015",84.4,0.9,5414846464,2864252216
"9:44:43.767 PM, Apr 22, 2015",93.4,1.9,5384962048,2806443312
"9:44:44.768 PM, Apr 22, 2015",95.2,0.3,5388107776,2911905616
"9:44:45.768 PM, Apr 22, 2015",100,0.1,5390204928,2742845176
"9:44:46.768 PM, Apr 22, 2015",95.9,0.1,5388632064,2178054760
"9:44:47.768 PM, Apr 22, 2015",83.8,1.4,5414846464,2109273272
"9:44:48.768 PM, Apr 22, 2015",94,0,5414846464,4367164016
"9:44:49.768 PM, Apr 22, 2015",95.4,1.9,5414846464,4036261672
"9:44:50.768 PM, Apr 22, 2015",94,1.8,5414846464,3647295176
"9:44:51.768 PM, Apr 22, 2015",94.3,1.4,5414846464,2891481736
"9:44:52.769 PM, Apr 22, 2015",79.8,1.2,5405933568,2241095936
"9:44:53.769 PM, Apr 22, 2015",97.6,2.3,5414846464,2239185448
"9:44:54.769 PM, Apr 22, 2015",93.7,0,5414846464,4445268280
"9:44:55.769 PM, Apr 22, 2015",95.4,0.3,5388632064,4400008280
"9:44:56.769 PM, Apr 22, 2015",95,0.1,5394399232,3934299896
"9:44:57.769 PM, Apr 22, 2015",84.4,0.1,5391777792,3489614912
"9:44:58.769 PM, Apr 22, 2015",94.6,1.8,5414846464,3545007528
"9:44:59.769 PM, Apr 22, 2015",30.8,11,5348261888,915195976
"9:45:02.564 PM, Apr 22, 2015",0,0,5348261888,915195976
"9:45:02.566 PM, Apr 22, 2015",0,0,5348261888,915195976
"9:45:02.770 PM, Apr 22, 2015",93.4,0,5348261888,1335653592
"9:45:03.770 PM, Apr 22, 2015",95.9,0,5322571776,1426039656
"9:45:04.770 PM, Apr 22, 2015",95.8,0,5346164736,965446840
"9:45:05.770 PM, Apr 22, 2015",81,0,5346164736,2782962976
"9:45:06.770 PM, Apr 22, 2015",95.2,1.5,5348261888,2937148592
"9:45:07.770 PM, Apr 22, 2015",93.2,1.8,5340397568,2912142408
"9:45:08.770 PM, Apr 22, 2015",95.9,0.1,5318901760,3036642048
"9:45:09.770 PM, Apr 22, 2015",95.5,0,5343543296,2681718408
"9:45:10.771 PM, Apr 22, 2015",84.2,1.1,5348261888,2604519848
"9:45:11.771 PM, Apr 22, 2015",94.8,2,5348261888,2512432056
"9:45:12.771 PM, Apr 22, 2015",95.3,1.8,5348261888,2291187176
"9:45:13.771 PM, Apr 22, 2015",95.5,0.1,5319426048,2092301912
"9:45:14.771 PM, Apr 22, 2015",87.4,0.1,5348261888,1355712344
"9:45:15.771 PM, Apr 22, 2015",90.7,1.7,5348261888,1479243160
"9:45:16.771 PM, Apr 22, 2015",94.7,1.8,5348261888,1424564232
"9:45:17.771 PM, Apr 22, 2015",100,0,5324144640,1371058312
"9:45:18.771 PM, Apr 22, 2015",96.1,0,5324144640,3512237744
"9:45:19.772 PM, Apr 22, 2015",83.5,0,5348261888,3444941928
"9:45:20.772 PM, Apr 22, 2015",93.1,1.6,5348261888,3586630208
"9:45:21.772 PM, Apr 22, 2015",95.5,1.9,5346689024,3319838024
"9:45:22.772 PM, Apr 22, 2015",94.7,0.1,5322047488,3287158936
"9:45:23.772 PM, Apr 22, 2015",95.3,0,5348261888,2714666632
"9:45:24.773 PM, Apr 22, 2015",80.8,1.3,5348261888,2416313208
"9:45:25.773 PM, Apr 22, 2015",98.6,2.1,5348261888,2151016632
"9:45:26.773 PM, Apr 22, 2015",95.3,1.8,5348261888,2059411272
"9:45:27.775 PM, Apr 22, 2015",96.3,0.1,5323620352,2173565000
"9:45:28.775 PM, Apr 22, 2015",83.1,0.9,5348261888,1764566664
"9:45:29.776 PM, Apr 22, 2015",90.9,1.7,5329911808,1846545840
"9:45:30.776 PM, Apr 22, 2015",99.9,0,5329911808,4128340120
"9:45:31.776 PM, Apr 22, 2015",90.5,0.3,5327290368,1839050584
"9:45:32.776 PM, Apr 22, 2015",100,0.1,5327290368,3851807312
"9:45:33.776 PM, Apr 22, 2015",78.5,0.1,5344591872,3325530104
"9:45:34.776 PM, Apr 22, 2015",94.2,1.9,5348261888,3451818624
"9:45:35.776 PM, Apr 22, 2015",94.4,1.8,5348261888,3317315328
"9:45:36.777 PM, Apr 22, 2015",94.4,2,5348261888,3033495808
"9:45:37.777 PM, Apr 22, 2015",94.5,0.1,5325193216,2710526632
