Time [ms],CPU usage [%],GC activity [%],Size [B],Used [B]
"10:55:17.057 PM, Apr 22, 2015",12.4,0,8589934592,4254559416
"10:55:18.057 PM, Apr 22, 2015",12.5,0,8589934592,4254819584
"10:55:19.057 PM, Apr 22, 2015",13.1,0,8589934592,4255075168
"10:55:20.057 PM, Apr 22, 2015",12.5,0,8589934592,4272241048
"10:55:21.057 PM, Apr 22, 2015",12.4,0,8589934592,4287982832
"10:55:22.057 PM, Apr 22, 2015",12.6,0,8589934592,4324212568
"10:55:23.057 PM, Apr 22, 2015",12.4,0,8589934592,4324472560
"10:55:24.057 PM, Apr 22, 2015",12.4,0,8589934592,4348973912
"10:55:25.057 PM, Apr 22, 2015",12.5,0,8589934592,4402820128
"10:55:26.058 PM, Apr 22, 2015",12.6,0,8589934592,4404638264
"10:55:27.058 PM, Apr 22, 2015",12.4,0,8589934592,4404868624
"10:55:28.058 PM, Apr 22, 2015",12.5,0,8589934592,4458064952
"10:55:29.058 PM, Apr 22, 2015",12.6,0,8589934592,4458343944
"10:55:30.058 PM, Apr 22, 2015",12.4,0,8589934592,4458567432
"10:55:31.058 PM, Apr 22, 2015",12.4,0,8589934592,4474631600
"10:55:32.058 PM, Apr 22, 2015",12.5,0,8589934592,4570078600
"10:55:33.058 PM, Apr 22, 2015",12.6,0,8589934592,4570303176
"10:55:34.058 PM, Apr 22, 2015",12.4,0,8589934592,4570548720
"10:55:35.058 PM, Apr 22, 2015",12.5,0,8589934592,4570777048
"10:55:36.058 PM, Apr 22, 2015",12.4,0,8589934592,4571003832
"10:55:37.058 PM, Apr 22, 2015",32,0,8589934592,5257588792
"10:55:38.059 PM, Apr 22, 2015",94.4,3.1,8589934592,5587295776
"10:55:39.059 PM, Apr 22, 2015",95.7,2.8,8589934592,5257602600
"10:55:40.059 PM, Apr 22, 2015",95.5,0.6,8552185856,5571038408
"10:55:41.059 PM, Apr 22, 2015",100,0.5,8586264576,5541091360
"10:55:42.059 PM, Apr 22, 2015",83.3,1.4,8551661568,5624767256
"10:55:43.059 PM, Apr 22, 2015",96.6,2.1,8571584512,5725387464
"10:55:44.059 PM, Apr 22, 2015",95.9,0.5,8547467264,6076073760
"10:55:45.059 PM, Apr 22, 2015",96.5,0.5,8579973120,6204652608
"10:55:46.059 PM, Apr 22, 2015",80.2,0.5,8554283008,6016762360
"10:55:47.060 PM, Apr 22, 2015",97.4,1.9,8589934592,6260063840
"10:55:48.060 PM, Apr 22, 2015",94.8,2,8582594560,6199371048
"10:55:49.060 PM, Apr 22, 2015",97.5,0.5,8562671616,6303345416
"10:55:50.060 PM, Apr 22, 2015",82.2,0.5,8589934592,5953145000
"10:55:51.060 PM, Apr 22, 2015",96.6,1.8,8589934592,6176846672
"10:55:52.060 PM, Apr 22, 2015",97,2.1,8582070272,6059664528
"10:55:53.060 PM, Apr 22, 2015",96.5,0.5,8563195904,6148702096
"10:55:54.060 PM, Apr 22, 2015",93.9,0.5,8589934592,5862460664
"10:55:55.060 PM, Apr 22, 2015",46.1,0,8589934592,7119049264
"10:55:56.061 PM, Apr 22, 2015",12.5,0,8589934592,7151378880
"10:55:57.061 PM, Apr 22, 2015",12.4,0,8589934592,7151629704
"10:55:58.061 PM, Apr 22, 2015",12.6,0,8589934592,7181220664
"10:55:59.061 PM, Apr 22, 2015",12.4,0,8589934592,7197419720
"10:56:00.061 PM, Apr 22, 2015",12.4,0,8589934592,7202801672
"10:56:01.061 PM, Apr 22, 2015",13.2,0,8589934592,7222258008
"10:56:02.061 PM, Apr 22, 2015",12.5,0,8589934592,7258265040
"10:56:03.061 PM, Apr 22, 2015",12.6,0,8589934592,7258518192
"10:56:04.061 PM, Apr 22, 2015",12.4,0,8589934592,7279627568
"10:56:05.061 PM, Apr 22, 2015",12.4,0,8589934592,7325258280
"10:56:06.061 PM, Apr 22, 2015",12.5,0,8589934592,7325509736
"10:56:07.062 PM, Apr 22, 2015",12.6,0,8589934592,7341599904
"10:56:08.062 PM, Apr 22, 2015",12.4,0,8589934592,7357509728
"10:56:09.062 PM, Apr 22, 2015",12.4,0,8589934592,7373422808
"10:56:10.062 PM, Apr 22, 2015",12.6,0,8589934592,7389314104
"10:56:11.062 PM, Apr 22, 2015",12.5,0,8589934592,7444649144
"10:56:12.062 PM, Apr 22, 2015",12.4,0,8589934592,7444893680
"10:56:13.062 PM, Apr 22, 2015",12.5,0,8589934592,7445138296
"10:56:14.062 PM, Apr 22, 2015",12.6,0,8589934592,7461378608
"10:56:15.062 PM, Apr 22, 2015",12.4,0,8589934592,7504180888
"10:56:16.062 PM, Apr 22, 2015",12.4,0,8589934592,7504423392
"10:56:17.062 PM, Apr 22, 2015",20,1.1,8589934592,5602628248
"10:56:18.062 PM, Apr 22, 2015",12.4,0,8589934592,5602891400
"10:56:19.063 PM, Apr 22, 2015",12.4,0,8589934592,5603170240
"10:56:20.063 PM, Apr 22, 2015",12.6,0,8589934592,5620835864
"10:56:21.063 PM, Apr 22, 2015",12.6,0,8589934592,5640367448
"10:56:22.063 PM, Apr 22, 2015",12.4,0,8589934592,5664880952
"10:56:23.063 PM, Apr 22, 2015",12.4,0,8589934592,5689386576
"10:56:24.063 PM, Apr 22, 2015",12.5,0,8589934592,5742587000
"10:56:25.063 PM, Apr 22, 2015",12.6,0,8589934592,5743373072
"10:56:26.063 PM, Apr 22, 2015",12.4,0,8589934592,5745207936
"10:56:27.063 PM, Apr 22, 2015",12.5,0,8589934592,5798391256
"10:56:28.063 PM, Apr 22, 2015",12.6,0,8589934592,5798638896
"10:56:29.063 PM, Apr 22, 2015",12.4,0,8589934592,5798901432
"10:56:30.063 PM, Apr 22, 2015",12.6,0,8589934592,5814953472
"10:56:31.064 PM, Apr 22, 2015",12.4,0,8589934592,5910424328
"10:56:32.064 PM, Apr 22, 2015",12.5,0,8589934592,5910636816
"10:56:33.064 PM, Apr 22, 2015",12.3,0,8589934592,5910884008
"10:56:34.064 PM, Apr 22, 2015",12.7,0,8589934592,5911115512
"10:56:35.064 PM, Apr 22, 2015",12.4,0,8589934592,5911365312
"10:56:36.064 PM, Apr 22, 2015",12.6,0,8589934592,5983311440
"10:56:37.064 PM, Apr 22, 2015",35,10.7,8589934592,925533088
"10:56:41.072 PM, Apr 22, 2015",0,0,8589934592,925533088
"10:56:41.073 PM, Apr 22, 2015",0,0,8589934592,925533088
"10:56:41.074 PM, Apr 22, 2015",0,0,8589934592,925533088
"10:56:41.075 PM, Apr 22, 2015",0,0,8589934592,925533088
"10:56:42.065 PM, Apr 22, 2015",93,0,8589934592,3109166672
"10:56:43.075 PM, Apr 22, 2015",96.1,0.1,8565293056,979200544
"10:56:44.065 PM, Apr 22, 2015",94.2,0,8589934592,1325574888
"10:56:45.065 PM, Apr 22, 2015",74.8,1.2,8585216000,1030469120
"10:56:46.065 PM, Apr 22, 2015",97.5,0,8585216000,3300648304
"10:56:47.065 PM, Apr 22, 2015",97.9,2,8560050176,2978724368
"10:56:48.065 PM, Apr 22, 2015",97.2,0.2,8580497408,2858839208
"10:56:49.066 PM, Apr 22, 2015",97.3,0,8562147328,2341251448
"10:56:50.066 PM, Apr 22, 2015",95.9,0,8578924544,1461821056
"10:56:51.066 PM, Apr 22, 2015",82.6,1.6,8589934592,1243274880
"10:56:52.066 PM, Apr 22, 2015",100,0,8589934592,3189750184
"10:56:53.066 PM, Apr 22, 2015",96.4,1.9,8589934592,2699407072
"10:56:54.066 PM, Apr 22, 2015",96.2,0,8561623040,2396510968
"10:56:55.066 PM, Apr 22, 2015",94.8,0.1,8588886016,1645674416
"10:56:56.066 PM, Apr 22, 2015",85,0,8588886016,3318092744
"10:56:57.066 PM, Apr 22, 2015",96.4,1.5,8589934592,3126621128
"10:56:58.067 PM, Apr 22, 2015",96.7,2.1,8581545984,2680910448
"10:56:59.067 PM, Apr 22, 2015",96.4,0.1,8559001600,2425642208
"10:57:00.067 PM, Apr 22, 2015",96.5,0.1,8586264576,1867233968
"10:57:01.067 PM, Apr 22, 2015",96.8,0,8586264576,3383945408
"10:57:02.067 PM, Apr 22, 2015",82.3,1.2,8589934592,2989252616
"10:57:03.067 PM, Apr 22, 2015",100,2,8583118848,2434860216
"10:57:04.067 PM, Apr 22, 2015",95.6,0.2,8568438784,2195203288
"10:57:05.067 PM, Apr 22, 2015",93.9,0.2,8583118848,1678040008
"10:57:06.067 PM, Apr 22, 2015",92.4,0,8583118848,3309773296
"10:57:07.067 PM, Apr 22, 2015",74.3,0.1,8566865920,2196107568
"10:57:08.067 PM, Apr 22, 2015",90.3,1.8,8589934592,1952133384
"10:57:09.079 PM, Apr 22, 2015",89.2,1.9,8589934592,1717649888
"10:57:10.080 PM, Apr 22, 2015",99.4,0,8589934592,3447944864
"10:57:11.080 PM, Apr 22, 2015",82.5,0.2,8572108800,2996268048
"10:57:12.080 PM, Apr 22, 2015",95.4,0.2,8589934592,1909137040
"10:57:13.080 PM, Apr 22, 2015",70,0,8589934592,3187145880
"10:57:14.080 PM, Apr 22, 2015",90.3,2.1,8589934592,2819257704
"10:57:15.080 PM, Apr 22, 2015",90.7,2.2,8589934592,2223193328
"10:57:16.087 PM, Apr 22, 2015",93.5,0.1,8563195904,1915231792
"10:57:17.080 PM, Apr 22, 2015",92.4,0,8563195904,3824125288
"10:57:18.081 PM, Apr 22, 2015",90.5,0.1,8589934592,2893686472
"10:57:19.081 PM, Apr 22, 2015",72.8,1.9,8589934592,2002711424
"10:57:20.081 PM, Apr 22, 2015",90.2,0,8589934592,4174962448
"10:57:21.081 PM, Apr 22, 2015",72.4,2.2,8581545984,3653518008
"10:57:22.081 PM, Apr 22, 2015",99.2,0.3,8569487360,2916084336
"10:57:23.083 PM, Apr 22, 2015",80.5,0.2,8567914496,2092324792
"10:57:24.083 PM, Apr 22, 2015",90.8,0,8567914496,3617682248
"10:57:25.084 PM, Apr 22, 2015",79.8,1.1,8589934592,2805552704
"10:57:26.084 PM, Apr 22, 2015",94.4,2.4,8588886016,2270348136
"10:57:27.084 PM, Apr 22, 2015",97.6,0,8588886016,4611107600
"10:57:28.084 PM, Apr 22, 2015",94.8,0.4,8573157376,4291399944
"10:57:29.120 PM, Apr 22, 2015",96.4,0.2,8589934592,3560820968
"10:57:30.084 PM, Apr 22, 2015",79.3,0.2,8568963072,2304869112
"10:57:31.084 PM, Apr 22, 2015",93.4,1.6,8589934592,2351494944
"10:57:32.084 PM, Apr 22, 2015",98.5,0,8589934592,4470683280
"10:57:33.084 PM, Apr 22, 2015",97.1,2,8589934592,3924389872
"10:57:34.085 PM, Apr 22, 2015",95.9,0.2,8567914496,3464121288
"10:57:35.085 PM, Apr 22, 2015",92.5,0.2,8588886016,2636782160
"10:57:36.085 PM, Apr 22, 2015",86.2,0,8588886016,4627630592
"10:57:37.085 PM, Apr 22, 2015",97.1,2.1,8589934592,4245563464
"10:57:38.085 PM, Apr 22, 2015",97.8,2,8589934592,3739423288
"10:57:39.085 PM, Apr 22, 2015",88.3,0.2,8565293056,3693436000
"10:57:40.085 PM, Apr 22, 2015",100,0.2,8589410304,2816665112
"10:57:41.085 PM, Apr 22, 2015",88.8,0,8589410304,4450932736
"10:57:42.085 PM, Apr 22, 2015",100,1.7,8589934592,4134092544
"10:57:43.085 PM, Apr 22, 2015",87.5,1.7,8589934592,3902958608
"10:57:44.086 PM, Apr 22, 2015",96.5,0.2,8562147328,3715634064
"10:57:45.086 PM, Apr 22, 2015",100,0.2,8589934592,3049090016
"10:57:46.086 PM, Apr 22, 2015",98.4,0,8589934592,4511455760
"10:57:47.086 PM, Apr 22, 2015",81.8,1.2,8589934592,4493383840
"10:57:48.086 PM, Apr 22, 2015",97.3,1.9,8581545984,4069729760
"10:57:49.086 PM, Apr 22, 2015",100,0.3,8565817344,3740520592
"10:57:50.086 PM, Apr 22, 2015",98,0.2,8585740288,3308268592
"10:57:51.086 PM, Apr 22, 2015",99.1,0,8585740288,5032963008
"10:57:52.086 PM, Apr 22, 2015",84.5,1.1,8589934592,4721749064
"10:57:53.086 PM, Apr 22, 2015",89.1,1.8,8589934592,4605360568
"10:57:54.087 PM, Apr 22, 2015",100,0.4,8577351680,4218281768
"10:57:55.087 PM, Apr 22, 2015",92.7,0.2,8584691712,3977039088
"10:57:56.087 PM, Apr 22, 2015",100,0.3,8571060224,2981939152
"10:57:57.087 PM, Apr 22, 2015",66.3,1.3,8589934592,3367253912
"10:57:58.087 PM, Apr 22, 2015",100,0,8589934592,5059281040
"10:57:59.087 PM, Apr 22, 2015",96.2,2.2,8589934592,4426660696
"10:58:00.087 PM, Apr 22, 2015",87,0.3,8580497408,4060796296
"10:58:01.087 PM, Apr 22, 2015",97,0.3,8589934592,3138982032
"10:58:02.087 PM, Apr 22, 2015",85.6,0,8589934592,5234429744
"10:58:03.087 PM, Apr 22, 2015",82.9,1.8,8589934592,5102778160
"10:58:04.088 PM, Apr 22, 2015",90.7,2.2,8589934592,4576261320
"10:58:05.088 PM, Apr 22, 2015",100,0.4,8582070272,3990052224
"10:58:06.088 PM, Apr 22, 2015",96.4,0.2,8565293056,3363805064
"10:58:07.088 PM, Apr 22, 2015",80.6,0,8565293056,5061797544
"10:58:08.088 PM, Apr 22, 2015",97.9,1.5,8589934592,4959647616
"10:58:09.088 PM, Apr 22, 2015",96.9,2.1,8589934592,4481719520
"10:58:10.088 PM, Apr 22, 2015",96.7,0.3,8563720192,4295385856
"10:58:11.088 PM, Apr 22, 2015",97.1,0.3,8589934592,3826883760
"10:58:12.088 PM, Apr 22, 2015",79,0,8589934592,5442030960
"10:58:13.088 PM, Apr 22, 2015",97.8,1.5,8589934592,5506628160
"10:58:14.089 PM, Apr 22, 2015",100,2.3,8580497408,5112134840
"10:58:15.089 PM, Apr 22, 2015",97,0.3,8573681664,5070465200
"10:58:16.089 PM, Apr 22, 2015",97,0.4,8571060224,4654075992
"10:58:17.089 PM, Apr 22, 2015",83.4,1.1,8589934592,3708940128
"10:58:18.089 PM, Apr 22, 2015",91.9,2,8589934592,3775473136
"10:58:19.089 PM, Apr 22, 2015",100,0,8589934592,5880333224
"10:58:20.089 PM, Apr 22, 2015",95.7,0.4,8576303104,5664757056
"10:58:21.089 PM, Apr 22, 2015",96,0.3,8589934592,5173690136
"10:58:22.089 PM, Apr 22, 2015",83.2,0.3,8571584512,4263732808
"10:58:23.090 PM, Apr 22, 2015",97.6,1.9,8589934592,4262829768
"10:58:24.090 PM, Apr 22, 2015",96,2,8589934592,3932417712
"10:58:25.092 PM, Apr 22, 2015",98.1,0.3,8568963072,3932196528
"10:58:26.092 PM, Apr 22, 2015",100,0,8568963072,5973195856
"10:58:27.092 PM, Apr 22, 2015",83,0.4,8588886016,5135974864
"10:58:28.092 PM, Apr 22, 2015",98,1.9,8589934592,5053167200
"10:58:29.092 PM, Apr 22, 2015",97.3,2,8589934592,4641935568
"10:58:30.092 PM, Apr 22, 2015",94.7,0.4,8565293056,4470453584
"10:58:31.093 PM, Apr 22, 2015",98.6,0,8565293056,6544832560
"10:58:32.093 PM, Apr 22, 2015",78.2,0.4,8589934592,5531257240
"10:58:33.093 PM, Apr 22, 2015",97.3,1.8,8589934592,5385152968
"10:58:34.093 PM, Apr 22, 2015",94.6,2.2,8589934592,4980884760
"10:58:35.093 PM, Apr 22, 2015",95.5,0.8,8564768768,4590898528
"10:58:36.093 PM, Apr 22, 2015",90.3,0.5,8589934592,4249807184
"10:58:37.093 PM, Apr 22, 2015",100,0,8589934592,5888533408
"10:58:38.093 PM, Apr 22, 2015",82,1.4,8589934592,5310970008
"10:58:39.094 PM, Apr 22, 2015",97,2.1,8583118848,4896073360
"10:58:40.094 PM, Apr 22, 2015",94.3,0.6,8566341632,4794321440
"10:58:41.094 PM, Apr 22, 2015",96.8,0.4,8587837440,4489370720
"10:58:42.094 PM, Apr 22, 2015",98.1,0,8587837440,6328622984
"10:58:43.094 PM, Apr 22, 2015",83.8,0.4,8570011648,5798074296
"10:58:44.094 PM, Apr 22, 2015",95.7,1.7,8589934592,5603153240
"10:58:45.094 PM, Apr 22, 2015",95.1,2,8589934592,5157922424
"10:58:46.094 PM, Apr 22, 2015",100,0.6,8581021696,4849622016
"10:58:47.094 PM, Apr 22, 2015",96.3,0,8581021696,6783297144
"10:58:48.537 PM, Apr 22, 2015",82.9,1.5,8589934592,4726575424
"10:58:49.713 PM, Apr 22, 2015",95.5,1.7,8589934592,4727165248
"10:58:50.872 PM, Apr 22, 2015",98.7,0.4,8578924544,4726985024
"10:58:51.396 PM, Apr 22, 2015",91,0,8578924544,5810218320
"10:58:52.337 PM, Apr 22, 2015",94.2,0.6,8589934592,5028696760
"10:58:53.500 PM, Apr 22, 2015",85,1.5,8589934592,4872265376
"10:58:54.518 PM, Apr 22, 2015",92.5,0,8589934592,7088524808
"10:58:55.853 PM, Apr 22, 2015",99.4,1.6,8562671616,5156191304
"10:58:56.735 PM, Apr 22, 2015",95.1,0,8562671616,6670324088
"10:58:57.104 PM, Apr 22, 2015",89.8,1,8589934592,4886617744
"10:58:58.187 PM, Apr 22, 2015",91.9,0,8589934592,6593682920
"10:58:59.737 PM, Apr 22, 2015",86.3,2.2,8579448832,5046455296
"10:59:00.935 PM, Apr 22, 2015",91.2,0.5,8574205952,5241769384
"10:59:01.376 PM, Apr 22, 2015",93.5,0,8574205952,5882349112
"10:59:02.278 PM, Apr 22, 2015",89.8,0.7,8568963072,5314308432
"10:59:03.459 PM, Apr 22, 2015",99.4,0,8568963072,7302664824
"10:59:04.814 PM, Apr 22, 2015",90.2,2.1,8589934592,5307416520
"10:59:05.106 PM, Apr 22, 2015",21.4,0,8589934592,5821537896
"10:59:06.607 PM, Apr 22, 2015",100,0.4,8578400256,6424335632
"10:59:07.536 PM, Apr 22, 2015",87.9,0.5,8589934592,6068792248
"10:59:08.451 PM, Apr 22, 2015",100,0,8589934592,7605743056
"10:59:09.741 PM, Apr 22, 2015",81.8,0.4,8570535936,7476362352
"10:59:10.918 PM, Apr 22, 2015",97.2,1.5,8589934592,7627277368
"10:59:11.107 PM, Apr 22, 2015",82.5,6,8589934592,5580968944
"10:59:13.260 PM, Apr 22, 2015",88.9,0.6,8569487360,7065349672
"10:59:14.291 PM, Apr 22, 2015",89.7,0.4,8587837440,6224432696
"10:59:15.107 PM, Apr 22, 2015",83.1,2.2,8589934592,5516221728
"10:59:16.365 PM, Apr 22, 2015",88.9,1.9,8589934592,5530977616
"10:59:17.485 PM, Apr 22, 2015",95,0.7,8565817344,5526639600
"10:59:18.144 PM, Apr 22, 2015",95,0,8565817344,7069837968
"10:59:19.430 PM, Apr 22, 2015",94.5,0.5,8589934592,6932777672
"10:59:20.108 PM, Apr 22, 2015",71.2,2.1,8589934592,5636812592
"10:59:21.108 PM, Apr 22, 2015",35.8,9.8,8584167424,944046152
"10:59:24.632 PM, Apr 22, 2015",0,0,8584167424,1186760576
"10:59:24.744 PM, Apr 22, 2015",0,0,8584167424,1186760576
"10:59:24.746 PM, Apr 22, 2015",0,0,8584167424,1186760576
"10:59:25.568 PM, Apr 22, 2015",97.2,0,8584167424,3147791760
"10:59:26.108 PM, Apr 22, 2015",74.3,0,8566865920,2182333776
"10:59:27.108 PM, Apr 22, 2015",100,0,8588361728,1679851584
"10:59:28.109 PM, Apr 22, 2015",91,0,8588361728,3405170560
"10:59:29.262 PM, Apr 22, 2015",82,1.5,8589934592,1103809944
"10:59:30.366 PM, Apr 22, 2015",97.8,1.7,8589934592,1104367000
"10:59:31.109 PM, Apr 22, 2015",78.9,0,8589934592,2738700144
"10:59:32.109 PM, Apr 22, 2015",100,0.1,8579448832,2396335896
"10:59:33.109 PM, Apr 22, 2015",100,0.1,8589934592,1558068472
"10:59:34.109 PM, Apr 22, 2015",64.9,0,8589934592,3285995688
"10:59:35.109 PM, Apr 22, 2015",13.5,0,8589934592,3328656896
"10:59:36.109 PM, Apr 22, 2015",12.6,0,8589934592,3328914768
"10:59:37.109 PM, Apr 22, 2015",12.6,0,8589934592,3343094328
"10:59:38.110 PM, Apr 22, 2015",12.4,0,8589934592,3359367600
"10:59:39.110 PM, Apr 22, 2015",13.1,0,8589934592,3374870192
"10:59:40.110 PM, Apr 22, 2015",12.5,0,8589934592,3399471888
"10:59:41.110 PM, Apr 22, 2015",12.4,0,8589934592,3412367784
"10:59:42.110 PM, Apr 22, 2015",12.5,0,8589934592,3435723760
"10:59:43.110 PM, Apr 22, 2015",12.4,0,8589934592,3456809384
"10:59:44.110 PM, Apr 22, 2015",12.6,0,8589934592,3502437480
"10:59:45.110 PM, Apr 22, 2015",12.4,0,8589934592,3502702824
"10:59:46.110 PM, Apr 22, 2015",12.6,0,8589934592,3502969176
"10:59:47.110 PM, Apr 22, 2015",12.4,0,8589934592,3534701728
"10:59:48.110 PM, Apr 22, 2015",12.5,0,8589934592,3550596152
"10:59:49.111 PM, Apr 22, 2015",12.4,0,8589934592,3566488696
"10:59:50.111 PM, Apr 22, 2015",12.5,0,8589934592,3621850784
"10:59:51.111 PM, Apr 22, 2015",12.6,0,8589934592,3622095568
"10:59:52.111 PM, Apr 22, 2015",12.4,0,8589934592,3622344152
"10:59:53.111 PM, Apr 22, 2015",16.1,0.7,8589934592,1466281312
"10:59:54.111 PM, Apr 22, 2015",12.6,0,8589934592,1509819488
"10:59:55.111 PM, Apr 22, 2015",12.4,0,8589934592,1510092872
"10:59:56.111 PM, Apr 22, 2015",12.6,0,8589934592,1510341976
"10:59:57.111 PM, Apr 22, 2015",12.6,0,8589934592,1553136168
"10:59:58.111 PM, Apr 22, 2015",12.5,0,8589934592,1553387840
"10:59:59.111 PM, Apr 22, 2015",12.4,0,8589934592,1570555624
"11:00:00.111 PM, Apr 22, 2015",12.4,0,8589934592,1590103624
"11:00:01.112 PM, Apr 22, 2015",12.4,0,8589934592,1614609216
"11:00:02.112 PM, Apr 22, 2015",12.6,0,8589934592,1639107600
"11:00:03.112 PM, Apr 22, 2015",12.5,0,8589934592,1639332464
"11:00:04.112 PM, Apr 22, 2015",12.4,0,8589934592,1692557216
"11:00:05.112 PM, Apr 22, 2015",12.5,0,8589934592,1693239440
"11:00:06.112 PM, Apr 22, 2015",12.4,0,8589934592,1693476704
"11:00:07.112 PM, Apr 22, 2015",12.5,0,8589934592,1748343224
"11:00:08.112 PM, Apr 22, 2015",12.6,0,8589934592,1748589088
"11:00:09.112 PM, Apr 22, 2015",12.4,0,8589934592,1764667104
"11:00:10.112 PM, Apr 22, 2015",12.5,0,8589934592,1768493944
"11:00:11.112 PM, Apr 22, 2015",12.4,0,8589934592,1859848688
"11:00:12.113 PM, Apr 22, 2015",13.1,0,8589934592,1860078776
"11:00:13.113 PM, Apr 22, 2015",12.6,0,8589934592,1860320920
"11:00:14.113 PM, Apr 22, 2015",12.6,0,8589934592,1860548800
"11:00:15.113 PM, Apr 22, 2015",12.4,0,8589934592,1860792752
"11:00:16.113 PM, Apr 22, 2015",68.5,0,8589934592,3581459424
"11:00:17.450 PM, Apr 22, 2015",94.9,3.7,8589934592,2017707824
"11:00:18.320 PM, Apr 22, 2015",94.6,0,8589934592,3806080344
"11:00:19.317 PM, Apr 22, 2015",95.1,0.2,8561098752,4193919712
"11:00:20.113 PM, Apr 22, 2015",99.3,0.3,8586788864,3772436608
"11:00:21.311 PM, Apr 22, 2015",84.1,1,8570535936,4061359432
"11:00:22.639 PM, Apr 22, 2015",95,1.8,8555331584,2176849024
"11:00:23.486 PM, Apr 22, 2015",95.1,0,8555331584,4032395728
"11:00:24.114 PM, Apr 22, 2015",84.5,0.5,8574205952,2995329896
"11:00:25.139 PM, Apr 22, 2015",100,0.2,8562671616,2241126976
"11:00:26.114 PM, Apr 22, 2015",81.8,0,8562671616,3836822632
"11:00:27.542 PM, Apr 22, 2015",94.6,1.2,8589934592,4649093712
"11:00:28.634 PM, Apr 22, 2015",83.9,1.6,8586788864,4695919872
"11:00:29.114 PM, Apr 22, 2015",100,0.8,8563720192,3062699008
"11:00:30.167 PM, Apr 22, 2015",100,0.4,8589934592,2366766896
"11:00:31.136 PM, Apr 22, 2015",90.4,0,8589934592,3901868712
"11:00:32.274 PM, Apr 22, 2015",84.7,1.3,8589934592,3618685776
"11:00:33.136 PM, Apr 22, 2015",80.5,2.4,8572108800,3159412128
"11:00:34.143 PM, Apr 22, 2015",100,0.6,8577875968,2536918608
"11:00:35.136 PM, Apr 22, 2015",96.1,0,8577875968,4707636616
"11:00:36.136 PM, Apr 22, 2015",96,0.4,8566865920,3980532016
"11:00:37.136 PM, Apr 22, 2015",77.6,0.2,8577351680,2914657608
"11:00:38.139 PM, Apr 22, 2015",95.5,1.9,8589934592,2785197440
"11:00:39.140 PM, Apr 22, 2015",96.7,1.8,8589934592,2650462176
"11:00:40.450 PM, Apr 22, 2015",88.6,0.3,8564244480,2803363688
"11:00:41.218 PM, Apr 22, 2015",100,0,8564244480,4048126280
"11:00:42.140 PM, Apr 22, 2015",93.6,0.3,8588886016,3074691880
"11:00:43.140 PM, Apr 22, 2015",85.4,1.7,8589934592,2808300848
"11:00:44.140 PM, Apr 22, 2015",72.6,1.8,8589934592,2808866096
"11:00:45.141 PM, Apr 22, 2015",100,0,8589934592,4347580272
"11:00:46.323 PM, Apr 22, 2015",98.5,0.2,8562147328,4359244480
"11:00:47.141 PM, Apr 22, 2015",86.8,0.4,8589934592,3386249744
"11:00:48.151 PM, Apr 22, 2015",80.2,0,8589934592,4741974672
"11:00:49.462 PM, Apr 22, 2015",97.5,1.1,8589934592,5249963720
"11:00:50.682 PM, Apr 22, 2015",96,1.8,8575254528,5224662424
"11:00:51.141 PM, Apr 22, 2015",91.9,0.9,8560050176,3650967896
"11:00:52.141 PM, Apr 22, 2015",95.6,0.3,8582070272,3181412576
"11:00:53.141 PM, Apr 22, 2015",96.5,0,8582070272,4832889424
"11:00:54.174 PM, Apr 22, 2015",76.6,1.1,8589934592,4273128608
"11:00:55.142 PM, Apr 22, 2015",96.7,2.3,8589410304,3655402720
"11:00:56.142 PM, Apr 22, 2015",95,0.5,8573157376,3397647384
"11:00:57.180 PM, Apr 22, 2015",85.8,0.3,8587313152,3347360992
"11:00:58.142 PM, Apr 22, 2015",100,0,8587313152,4837502768
"11:00:59.142 PM, Apr 22, 2015",80.2,0.3,8570011648,3790363392
"11:01:00.144 PM, Apr 22, 2015",92.9,2.3,8589934592,3481638936
"11:01:01.172 PM, Apr 22, 2015",94,1.8,8589934592,3282610320
"11:01:02.399 PM, Apr 22, 2015",98.4,0.4,8579448832,3282430096
"11:01:03.204 PM, Apr 22, 2015",93.4,0,8579448832,4786796912
"11:01:04.144 PM, Apr 22, 2015",93.4,0.3,8589934592,3759142232
"11:01:05.144 PM, Apr 22, 2015",81.5,1.7,8589934592,3440170464
"11:01:06.340 PM, Apr 22, 2015",98.2,1.6,8589934592,3440752096
"11:01:07.469 PM, Apr 22, 2015",95.5,0,8589934592,5683788704
"11:01:08.144 PM, Apr 22, 2015",91.5,0.5,8571584512,4651266312
"11:01:09.144 PM, Apr 22, 2015",96.5,0.5,8589934592,3861147840
"11:01:10.144 PM, Apr 22, 2015",82.4,0,8589934592,5686483832
"11:01:11.469 PM, Apr 22, 2015",97.5,2.5,8589934592,3635747840
"11:01:12.415 PM, Apr 22, 2015",94.7,0,8589934592,5357432952
"11:01:13.145 PM, Apr 22, 2015",97.1,0.6,8562147328,4371849040
"11:01:14.145 PM, Apr 22, 2015",90.9,0.3,8589934592,3907259736
"11:01:15.145 PM, Apr 22, 2015",91.4,0,8589934592,5359685264
"11:01:16.145 PM, Apr 22, 2015",88.6,1.5,8589934592,5044475304
"11:01:17.452 PM, Apr 22, 2015",95.6,1.5,8578924544,5263999320
"11:01:18.223 PM, Apr 22, 2015",94.8,0.9,8575778816,4308138240
